"Path","File","Date Acquired","Sample","Misc"
"D:\GCMS_User\R312_Liying\Data\20231128\","miliacin-ak34-01.D","29 Nov 2023  20:26","miliacin-ak34-01",""
"TIC: miliacin-ak34-01.D\data.ms","","","",""
"8.566","4258",,,
"8.571","3884",,,
"8.575","3637",,,
"8.579","3956",,,
"8.584","4282",,,
"8.588","4276",,,
"8.592","4135",,,
"8.597","4194",,,
"8.601","4123",,,
"8.605","4555",,,
"8.61","3682",,,
"8.614","3775",,,
"8.619","4032",,,
"8.623","3930",,,
"8.627","3882",,,
"8.632","3745",,,
"8.636","4161",,,
"8.64","3996",,,
"8.645","4008",,,
"8.649","3987",,,
"8.653","3582",,,
"8.658","3984",,,
"8.662","4207",,,
"8.667","3808",,,
"8.671","3901",,,
"8.675","3980",,,
"8.68","3916",,,
"8.684","4042",,,
"8.688","3995",,,
"8.693","4126",,,
"8.697","3589",,,
"8.701","3929",,,
"8.706","3870",,,
"8.71","3787",,,
"8.715","3790",,,
"8.719","3635",,,
"8.723","4056",,,
"8.728","3729",,,
"8.732","3754",,,
"8.736","4092",,,
"8.741","3885",,,
"8.745","3732",,,
"8.749","4155",,,
"8.754","3721",,,
"8.758","4020",,,
"8.762","4018",,,
"8.767","3798",,,
"8.771","3950",,,
"8.776","3919",,,
"8.78","3763",,,
"8.784","4063",,,
"8.789","3943",,,
"8.793","3997",,,
"8.797","3939",,,
"8.802","3994",,,
"8.806","3558",,,
"8.81","3566",,,
"8.815","3819",,,
"8.819","3935",,,
"8.824","3758",,,
"8.828","3625",,,
"8.832","3803",,,
"8.837","3771",,,
"8.841","3790",,,
"8.845","3542",,,
"8.85","3931",,,
"8.854","3881",,,
"8.858","3731",,,
"8.863","3639",,,
"8.867","3612",,,
"8.872","3915",,,
"8.876","3577",,,
"8.88","3644",,,
"8.885","3893",,,
"8.889","3889",,,
"8.893","3550",,,
"8.898","3359",,,
"8.902","3704",,,
"8.906","3884",,,
"8.911","3643",,,
"8.915","3586",,,
"8.92","3530",,,
"8.924","3831",,,
"8.928","3817",,,
"8.933","3884",,,
"8.937","3574",,,
"8.941","3948",,,
"8.946","3428",,,
"8.95","3522",,,
"8.954","3815",,,
"8.959","3373",,,
"8.963","3742",,,
"8.967","3489",,,
"8.972","3479",,,
"8.976","3387",,,
"8.981","3638",,,
"8.985","3619",,,
"8.989","3707",,,
"8.994","4039",,,
"8.998","3752",,,
"9.002","3644",,,
"9.007","3749",,,
"9.011","3645",,,
"9.015","3971",,,
"9.02","3697",,,
"9.024","3785",,,
"9.029","3486",,,
"9.033","3292",,,
"9.037","3557",,,
"9.042","3366",,,
"9.046","3678",,,
"9.05","3468",,,
"9.055","3817",,,
"9.059","3559",,,
"9.063","3697",,,
"9.068","3739",,,
"9.072","3698",,,
"9.077","3546",,,
"9.081","3447",,,
"9.085","3315",,,
"9.09","3460",,,
"9.094","3902",,,
"9.098","4013",,,
"9.103","3887",,,
"9.107","3472",,,
"9.111","3872",,,
"9.116","3699",,,
"9.12","3594",,,
"9.124","3380",,,
"9.129","3378",,,
"9.133","3442",,,
"9.138","3648",,,
"9.142","3291",,,
"9.146","3624",,,
"9.151","3748",,,
